variant_id,sample_id,k,use_cross_refs,guide_version,is_direct_baseline,attack_succeeded,attack_conf,loc_precision,loc_recall,loc_f1,attack_succeeded_after_sanitizer
k3_refs0_guideA,1,3,0,A,1,0,0.8,0.0,0.0,0.0,0
k3_refs0_guideA,1,3,0,A,0,0,0.8,0.0,0.0,0.0,0
k3_refs0_guideA,2,3,0,A,1,0,0.5,0.0,0.0,0.0,0
k3_refs0_guideA,2,3,0,A,0,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,3,3,0,A,1,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,3,3,0,A,0,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,4,3,0,A,1,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,4,3,0,A,0,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,5,3,0,A,1,1,0.9,0.8275862068965517,1.0,0.9056603773584906,0
k3_refs0_guideA,5,3,0,A,0,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,6,3,0,A,1,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,6,3,0,A,0,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,7,3,0,A,1,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,7,3,0,A,0,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,8,3,0,A,1,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,8,3,0,A,0,0,0.8,0.0,0.0,0.0,0
k3_refs0_guideA,9,3,0,A,1,0,0.8,0.0,0.0,0.0,0
k3_refs0_guideA,9,3,0,A,0,0,0.9,0.0,0.0,0.0,0
k3_refs0_guideA,10,3,0,A,1,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,10,3,0,A,0,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,11,3,0,A,1,1,0.9,0.8275862068965517,1.0,0.9056603773584906,0
k3_refs0_guideA,11,3,0,A,0,1,0.9,0.0,0.0,0.0,0
k3_refs0_guideA,12,3,0,A,1,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,12,3,0,A,0,0,0.3,0.0,0.0,0.0,0
k3_refs0_guideA,13,3,0,A,1,1,0.9,0.0,0.0,0.0,0
k3_refs0_guideA,13,3,0,A,0,1,0.95,0.0,0.0,0.0,0
k3_refs0_guideA,14,3,0,A,1,1,0.9,0.0,0.0,0.0,0
k3_refs0_guideA,14,3,0,A,0,0,0.3,0.0,0.0,0.0,0
k3_refs0_guideA,15,3,0,A,1,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,15,3,0,A,0,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,16,3,0,A,1,0,0.8,0.0,0.0,0.0,0
k3_refs0_guideA,16,3,0,A,0,1,0.8,0.0,0.0,0.0,0
k3_refs0_guideA,17,3,0,A,1,0,0.7,0.0,0.0,0.0,0
k3_refs0_guideA,17,3,0,A,0,0,0.7,0.0,0.0,0.0,0
